feature,coef,abs_coef,nonzero,target_name,repeat,split_seed
rs12710674_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12710674_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12710674_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77998999_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77998999_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77998999_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6736148_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6736148_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6736148_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4672388_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4672388_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4672388_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1123573_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1123573_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1123573_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs17007563_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs17007563_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs17007563_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12713927_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12713927_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12713927_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11680126_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11680126_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11680126_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1669778_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1669778_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1669778_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1488496_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1488496_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1488496_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56387623_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56387623_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56387623_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2361278_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2361278_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2361278_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79252367_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79252367_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79252367_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1479945_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1479945_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1479945_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1015097_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1015097_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1015097_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4680134_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4680134_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4680134_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76160568_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76160568_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76160568_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10776482_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10776482_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10776482_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56111559_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56111559_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56111559_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs146764446_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs146764446_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs146764446_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609255_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609255_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609255_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609260_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609260_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2609260_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs756345_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs756345_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs756345_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6532150_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6532150_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6532150_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs144128391_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs144128391_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs144128391_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148877274_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148877274_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148877274_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs145802912_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs145802912_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs145802912_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs151036604_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs151036604_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs151036604_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1422506_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1422506_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1422506_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34625679_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34625679_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34625679_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7730878_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7730878_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7730878_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7725218_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7725218_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7725218_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2736100_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2736100_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2736100_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72722911_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72722911_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72722911_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77144736_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77144736_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs77144736_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62354543_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62354543_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62354543_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72755986_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72755986_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72755986_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72762052_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72762052_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs72762052_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs116575227_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs116575227_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs116575227_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs469942_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs469942_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs469942_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2228972_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2228972_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2228972_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12658068_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12658068_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12658068_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1423029_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1423029_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1423029_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13183751_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13183751_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13183751_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6899532_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6899532_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6899532_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10484326_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10484326_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10484326_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2076295_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2076295_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2076295_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3778337_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3778337_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3778337_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4960330_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4960330_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4960330_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148106529_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148106529_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs148106529_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2071627_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2071627_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2071627_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3130157_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3130157_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3130157_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56184452_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56184452_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56184452_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs75714781_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs75714781_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs75714781_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11154034_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11154034_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11154034_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76931164_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76931164_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76931164_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79242376_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79242376_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs79242376_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs9397724_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs9397724_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs9397724_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs35677769_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs35677769_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs35677769_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12665063_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12665063_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12665063_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6970647_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6970647_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs6970647_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2726049_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2726049_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2726049_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34262641_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34262641_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34262641_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2353082_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2353082_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2353082_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4727443_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4727443_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4727443_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62505367_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62505367_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62505367_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3887876_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3887876_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3887876_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs68170294_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs68170294_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs68170294_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74987898_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74987898_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74987898_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10976897_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10976897_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10976897_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62530710_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62530710_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs62530710_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10869195_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10869195_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10869195_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56744128_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56744128_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs56744128_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1923802_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1923802_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1923802_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1851741_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1851741_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1851741_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7041597_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7041597_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7041597_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13299670_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13299670_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs13299670_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61829240_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61829240_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61829240_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1189320_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1189320_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs1189320_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs55672765_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs55672765_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs55672765_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34547036_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34547036_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34547036_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10748858_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10748858_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10748858_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2067832_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2067832_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2067832_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11191865_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11191865_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs11191865_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4918072_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4918072_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4918072_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10886437_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10886437_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10886437_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs616768_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs616768_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs616768_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7942850_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7942850_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7942850_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7934606_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7934606_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7934606_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4077759_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4077759_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs4077759_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7952154_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7952154_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7952154_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34425120_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34425120_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs34425120_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs35705950.1_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs35705950.1_G_1,0.025097808312973015,0.025097808312973015,True,FILD or FILA ADJUDICATED,16,228448527
rs35705950.1_G_2,-0.07875931975173969,0.07875931975173969,True,FILD or FILA ADJUDICATED,16,228448527
rs2857476_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2857476_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs2857476_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3829223_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3829223_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3829223_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3750920_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3750920_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs3750920_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743894_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743894_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743894_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743890_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743890_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs5743890_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7122936_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7122936_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs7122936_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61867586_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61867586_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs61867586_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs73409602_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs73409602_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs73409602_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74760554_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74760554_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs74760554_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12275748_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12275748_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12275748_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs664034_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs664034_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs664034_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10842996_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10842996_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10842996_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10783497_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10783497_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs10783497_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs117427783_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs117427783_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs117427783_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76739551_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76739551_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs76739551_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs78288787_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs78288787_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs78288787_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12422371_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12422371_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs12422371_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs325093_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
rs325093_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,16,228448527
